Validation,ID,Submission,interwiever_name,type_interview,donor,pdmtype,office,unique_number,not_loc,ben_det_oblast,ben_det_raion,ben_det_hromada,gps_coordinates,not_mpca,not_cash_for_rent,not_cash_for_repair,agree_interviewed,age,sex,status_person,how_many_family,family,did_receive_cash,did_receive_cash_no,cash_repair_type,cash_repair_type_other,register_receive,register_receive_other,assistance_delivered,assistance_delivered_other,satisfied_process,satisfied_process_no,satisfied_cash_amount,how_much_money,how_much_money_yes,time_registered_assistance,experience_problems,experience_problems_yes,assistance_delivered_other_001,know_people_needing,know_people_needing_yes,organization_provide_information,better_inform_distribution,better_inform_distribution_other,rate_quality_assistance,rate_quality_assistance_dis,sectors_cash_assistance,sectors_cash_assistance_other,sectors_cash_assistance_food,sectors_cash_assistance_clothing,sectors_cash_assistance_utilities_heating,sectors_cash_assistance_healthcare,sectors_cash_assistance_hygiene_items,receive_additional,rent_benefit,rent_benefit_no,access_adequate_housing,improve_living,improve_living_other,spent_cash_assistance,spent_cash_assistance_yes,spent_cash_assistance_rent,money_received,money_received_other,assistance_enough,assistance_enough_no,assistance_other_repairs,assistance_other_repairs_yes,assistance_other_repairs_rate,brochure_provided,basic_needs_priorities,living_conditions_interventions,living_conditions_interventions_no,who_assisted,who_assisted_other,issues_regarding_repaired,issues_regarding_repaired_yes,shelter_assistance_return,shelter_assistance_return_no,planning_staying_repaired,planning_staying_repaired_other,planning_staying_repaired_no,square_metres,dwelling_water_proof,access_running_water,access_hot_water,access_washing_facilities,access_sanitation_facilities,access_heating,property_draft_proofing,property_adequately_insulated,property_double_glazed_windows,formal_agreement_landlord,access_external_locked,access-private_space,current_living_space,household_currently_have_clothing,two_weeks_household,receive_shelter_assistance,receive_shelter_assistance_no,needs_community_currently,needs_community_currently_other,any_member_household,any_member_household_yes,provide_someone_commission,provide_someone_commission_yes,provide_someone_commission_yes_other,feel_safe_travelling,feel_safe_travelling_bad,feel_treated_respect,know_address_suggestions,know_address_suggestions_yes,know_address_suggestions_yes_ndnp,know_address_suggestions_yes_ndnp_other,know_address_suggestions_no,know_address_suggestions_no_other,submitted_feedback_complaint,feedback_reporting_channels,feedback_reporting_channels_other,comment,not_thank
,484193034,9/26/2023 5:07:13 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,955455351,,khersonska,khersonskyi,khersonska_2,,,,,yes,66,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,yes,,,other,"топливо, оренда,харчування",no,дуже багато витрат,yes,"оренда, топливо, харчування",rtvs,no,,pina,,wanb,,no,,,,other,орендують місця мешкання,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484187307,9/26/2023 4:57:48 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,958923504,,khersonska,khersonskyi,khersonska_2,,,,,yes,60,male,yescap,4,4,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,yes,,no,,,no,,piym,,wacd,,no,,no,Ще дуже багато чого робити,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484181857,9/26/2023 4:48:13 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,503185699,,khersonska,khersonskyi,khersonska_2,,,,,yes,48,male,yescap,4,4,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndyl,"сусіди Войчік Олександр Сергійович 0505433292, вул. Дорофєєва 69; Кавун Світлана Григорівна 0509743221, вул. Дорофєєва 37",yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,"займалися прибиранням в приміщення, поки що нічого не відновлюваємо у звязку з бойовими діями",yes,,no,,,no,,pidk,,wanb,,no,,,,other,тимчасово мешкаємо в орендованій квартирі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tput,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,"Бенефіціар повідомив, що сусіди Войчік Олександр Сергійович 0505433292, вул. Дорофєєва 69; Кавун Світлана Григорівна 0509743221, вул. Дорофєєва 37 потребують в допомогі",
,484179135,9/26/2023 4:43:29 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,678485303,,khersonska,khersonskyi,,,,,,yes,43,female,yesidp,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Будівельні матеріали.,no,Нам потрібно відремонтувати дах та відновити побутову техніку та меблі.,no,,,dnb,,piym,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpcs | tphs | tpht,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484175585,9/26/2023 4:38:11 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,964996689,,khersonska,khersonskyi,khersonska_2,,,,,yes,76,male,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,yes,,,other,"буржуйку, побутові речі",no,житло підлягає зносу,yes,"буржуйку, побутові речі",rtvs,no,,pino,житло підлягає зносу,other,житло підлягає зносу,no,,,,other,"рішенням комісії, житло підлягає зносу",,,,,,,,,,,,,,,,,,rsca,,tphi | tphe | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484175209,9/26/2023 4:37:45 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,509596476,,khersonska,khersonskyi,,,,,,yes,47,male,yesidp,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndna,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,yes,,no,,,dnb,,piym,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,484171539,9/26/2023 4:33:02 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,952202225,,khersonska,khersonskyi,,,,,,yes,50,female,yesidp,2,2,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndna,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,Замінили шпалери.,yes,,no,,,dnb,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphi | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484170425,9/26/2023 4:31:41 PM,Олексій,remote,Danish MFA UKR-000301,carep,lviv,990921005,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Все буже мокре,yes,,no,,,no,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484162941,9/26/2023 4:21:17 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,502852329,,khersonska,khersonskyi,khersonska_2,,,,,yes,57,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт,yes,,no,,,no,,piys,,wacd,,no,,no,Там ще не можна мешкати,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484158630,9/26/2023 4:14:56 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,673991627,,khersonska,khersonskyi,khersonska_2,,,,,yes,41,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,нічого не робили так як там проходять бойові дії,no,"допомога,яку ми отримали не покриє наші витрати, треба повністю відновлювати житло",no,,,no,,pina,,wanb,,no,,,,other,"житло не придатно для місця мешкання, орендуємо квартиру",,,,,,,,,,,,,,,,,,rsca,,tpre | tput | tpla,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484154661,9/26/2023 4:08:40 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,951993763,,khersonska,khersonskyi,khersonska_2,,,,,yes,70,female,yescap,4,4,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,ще нічого не роболи із за бойових дій,yes,,no,,,no,,pina,,wanb,,no,,,,other,тимчасово мешкаю в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484146560,9/26/2023 3:55:54 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,991078568,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт житла,yes,,no,,,no,,piys,,wacd,,no,,no,Ще там жити не можливо,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484146331,9/26/2023 3:55:31 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,505976093,,khersonska,khersonskyi,,,,,,yes,67,male,yesidp,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Будівельні матеріали для ремонту стін.,no,Високі ціни на будівельні матеріали.,no,,,dnb,,piym,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpcs | tphe | other,Ремонтні роботи,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484142666,9/26/2023 3:49:25 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,509023199,,khersonska,khersonskyi,khersonska_2,,,,,yes,54,male,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,нічого не робили у звязку з бойовими діями,yes,,no,,,no,,pidk,,wanb,,no,,,,other,тимчасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484141064,9/26/2023 3:46:13 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,667778070,,khersonska,khersonskyi,,,,,,yes,37,male,yesidp,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndnn,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,Замінили шпалери в будинку.,yes,,no,,,dnb,,piym,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphs,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,484137130,9/26/2023 3:40:13 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,664483793,,khersonska,khersonskyi,,,,,,yes,64,female,yesidp,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndnr,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще нічого не робили.,no,Будинок повністю зруйнований після затоплення. Наданої грошової допомоги буде недостатньо для відбудови.,no,,,dnb,,pino,Будинок повністю зруйнований після затоплення. Наданої грошової допомоги буде недостатньо для відбудови.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpdw | tpcs,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484133543,9/26/2023 3:34:02 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,953264886,,khersonska,khersonskyi,,,,,,yes,52,female,yesidp,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trlw,no,,,ndnr,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,"Ще нічого не робили, чекаємо комісію.",no,Будинок сильно постраждав. Потрібно більше коштів для ремонту.,no,,,dnb,,pino,Ще нічого не  робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphs | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484125522,9/26/2023 3:18:59 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,993865626,,khersonska,khersonskyi,khersonska_2,,,,,yes,81,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,не розпочинали ремонт у звязку з бойовими діями,yes,,no,,,no,,pina,,wanb,,no,,,,other,тимчасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484125320,9/26/2023 3:18:43 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,509465558,,khersonska,khersonskyi,,,,,,yes,64,male,yesidp,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trhw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,"Ще нічого не робив. Чекаю комісію, яка оцінить обсяг пошкоджень.",yes,,no,,,dnb,,pidk,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tphe | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484121234,9/26/2023 3:11:17 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,677852760,,khersonska,khersonskyi,,,,,,yes,36,male,yesidp,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trhw,no,,,ndnr,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще не витрачав кошти.,no,"Оскільки будинок сильно постраждав, на ремонт потрібно набагато більше грошей, ніж нам виділили.",no,,,dnb,,pino,Будинок потрібно повністю ремонтувати. Ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,other,Будівельні матеріали.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484119537,9/26/2023 3:08:25 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,956769896,,khersonska,khersonskyi,khersonska_2,,,,,yes,61,male,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,будівельні матеріали,no,ціни на товари великі,no,,,yes,,piys,,wahd,,no,,no,тимчасово мешкаю в іншій оселі,other,тимчасово мешкаю в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smyc,cnbp,,,
,484112712,9/26/2023 2:55:25 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,505765572,,khersonska,khersonskyi,,,,,,yes,55,male,yesidp,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trhw,no,,,ndnr,,yes,dbad,,rtvs,,,,,,,,,,,,,,,yes,,,other,Ще нічого не робили.,no,"На ремонт нашого будинку потрібно набагато більше коштів, ніж нам виділили.",yes,На їжу.,rtds,dnb,,pino,"В будинку поки що неможливо робити ремонт, бо в ньому сирість, він досі не просох. В нас поки нічого не змінилось.",wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,484112109,9/26/2023 2:54:09 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505296700,,khersonska,khersonskyi,khersonska_2,,,,,yes,54,male,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trhw,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,поки не розпочинали ремонт,yes,,no,,,no,,pina,,wanb,,no,,,,other,тимчасово мешкаю в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484108504,9/26/2023 2:46:47 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,956808291,,khersonska,khersonskyi,,,,,,yes,78,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trfw,no,,,ndnr,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,yes,,,other,Ще нічого не робили.,yes,,yes,Ліки.,rtsf,dnb,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphe | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484107661,9/26/2023 2:44:49 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,954221303,,khersonska,khersonskyi,khersonska_2,,,,,yes,36,male,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,будівельні матеріали,yes,,no,,,no,,piys,,wahd,,no,,no,тимчасово мешкаємо в іншій оселі,other,тимчасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484100096,9/26/2023 2:31:44 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,982689811,,khersonska,khersonskyi,,,,,,yes,51,male,yescap,2,2,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndnr,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще не витрачали.,no,Наш будинок не підлягає ремонту. Потрібно будувати новий будинок,no,,,no,,pino,Наш будинок не підлягає ремонту. Потрібно будувати новий будинок,wanb,,no,,,,no,,Будинку немає.,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484095912,9/26/2023 2:23:08 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,987719227,,khersonska,khersonskyi,khersonska_2,,,,,yes,68,male,yescap,3,3,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт,no,Все дуже дорого,no,,,no,,piys,,wacd,,no,,no,Там зараз жити не можливо,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484095840,9/26/2023 2:22:59 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,987683362,,khersonska,khersonskyi,,,,,,yes,37,female,yesidp,2,2,yes,,rphr,,rrbp,,asbc,,ndyl,,yes,yes,rets,trfw,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,yes,,,other,"Наймали працівників, які розчистили будинок після затоплення.",yes,,yes,На їжу,rtds,yes,,piys,,wacd,,no,,no,Потрібно провести ремонт у будинку. Отриманої допомоги недостатньо для цього.,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphe | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484089866,9/26/2023 2:12:25 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,664072776,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndna,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,поки що ремонт не розпочинали у звязку з бойовими діями,yes,,no,,,no,,pina,,wanb,,no,,,,other,тимчасово мешкає в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484085511,9/26/2023 2:04:54 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,993777188,,khersonska,khersonskyi,khersonska_2,,,,,yes,70,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще нічого не робилось,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484083158,9/26/2023 2:01:13 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,952555127,,khersonska,khersonskyi,khersonska_2,,,,,yes,63,male,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще не витрачали,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484078531,9/26/2023 1:53:26 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,501829271,,khersonska,khersonskyi,,,,,,yes,73,female,yescap,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trfw,no,,,ndnr,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще не витрачала гроші.,no,"Будинок повністю пошкоджений, він не придатний для проживання в ньому. Наданої допомоги недостатньо, щоб його відбудувати.",no,,,no,,pino,"Будинок повністю пошкоджений, він не придатний для проживання в ньому. Наданої допомоги недостатньо, щоб його відбудувати.",wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484075480,9/26/2023 1:48:04 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,665070013,,khersonska,khersonskyi,khersonska_2,,,,,yes,68,female,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trhw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,no,"ціни на товари великі, невсі потреби покриті",no,,,no,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphs | tput | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484074705,9/26/2023 1:46:57 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,501319107,,khersonska,khersonskyi,,,,,,yes,44,female,yesidp,4,4,yes,,rphr,,rrbp,,asca,,ndyf,,yes,no,,trtw,no,,,ndnr,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,no,Не вистачило коштів на всі вікна та на ремонт дверей.,no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphs | other,Будівельні матеріали,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484069652,9/26/2023 1:37:54 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,663164323,,khersonska,khersonskyi,khersonska_2,,,,,yes,56,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,"будівеоьні матеріали, ремонт генератора",yes,,no,,,no,,piys,,wahd,,no,,no,тимчасово мешкаю у знайомих,other,тимчасово мешкаю у знайомих,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484069382,9/26/2023 1:37:24 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,954372931,,khersonska,khersonskyi,khersonska_2,,,,,yes,61,female,yescap,3,3,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Поки сберегаємо гроші,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484065432,9/26/2023 1:30:27 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,508882407,,khersonska,khersonskyi,khersonska_2,,,,,yes,61,female,yescap,8,8,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Внутрішній ремонт,no,Все дуже дорого,no,,,no,,piys,,wacd,,no,,no,Там зараз жити не можливо,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484064019,9/26/2023 1:28:01 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,502084848,,khersonska,khersonskyi,khersonska_2,,,,,yes,69,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,ще не витрачали,no,"ціни великі, ця сума може покрити певні витрати",no,,,dnb,,pina,,wanb,,no,,,,other,"будинок зруйнований, мешкаю в іншій оселі",,,,,,,,,,,,,,,,,,rsca,,tphs | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484059078,9/26/2023 1:19:15 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,507820461,,khersonska,khersonskyi,,,,,,yes,65,female,yescap,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,smro,,yes,,no,,,dnb,,piyf,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdw | tphe | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
